work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Scientist,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,USD,237000,US,0,US,M
2023,SE,FT,Data Scientist,USD,237000,US,100,US,M
2023,SE,FT,Data Engineer,USD,,US,100,US,M
2023,EX,FT,Data Engineer,USD,235000,US,0,US,M
2023,SE,FT,Data Engineer,USD,131500,US,100,US,M
2023,MI,FT,Research Engineer,USD,130000,US,0,US,M
2023,MI,FT,Machine Learning Scientist,USD,130000,US,0,US,M
2023,SE,FT,Data Engineer,USD,130000,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,130000,GB,100,GB,M
2023,SE,FT,Analytics Engineer,USD,130000,US,0,US,M
2023,SE,FT,Data Scientist,USD,128000,US,0,US,M
2023,SE,FT,Data Scientist,USD,125000,US,0,US,M
2023,SE,FT,Data Engineer,USD,125000,US,100,US,M
2023,SE,FT,Data Scientist,USD,124000,CA,0,CA,M
2023,SE,FT,Data Engineer,USD,123250,US,0,US,M
2023,SE,FT,Applied Scientist,USD,122200,US,0,US,L
2023,SE,FT,Applied Scientist,USD,122200,US,0,US,L
2023,SE,FT,Applied Scientist,USD,122200,US,0,US,L
2023,SE,FT,Applied Scientist,USD,122200,US,0,US,L
2023,SE,FT,Data Engineer,USD,122000,US,100,US,M
2023,SE,FT,Data Engineer,USD,121484,US,0,US,M
2023,EX,FT,Analytics Engineer,USD,121000,US,100,US,M
2023,SE,FT,Data Engineer,USD,121000,US,0,US,M
2023,EN,FT,Research Scientist,USD,220000,US,50,US,L
2023,EX,FT,Data Engineer,USD,220000,US,0,US,M
2023,MI,FT,Machine Learning Scientist,USD,220000,US,0,US,M
2023,SE,FT,Machine Learning Scientist,USD,220000,US,0,US,M
2023,SE,FT,Data Engineer,USD,220000,US,100,US,M
2023,SE,FT,Data Engineer,USD,220000,US,100,US,M
2023,SE,FT,Data Engineer,USD,219535,US,100,US,M
2023,SE,FT,Data Scientist,USD,219000,CA,0,CA,M
2023,SE,FT,Data Engineer,USD,217000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,216000,US,100,US,M
2023,SE,FT,Computer Vision Engineer,USD,215000,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,214200,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,214000,US,0,US,M
2023,EN,FT,Applied Scientist,USD,213660,US,0,US,L
2023,EN,FT,Applied Scientist,USD,213660,US,0,US,L
2023,SE,FT,Data Scientist,USD,212750,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,212200,US,100,US,M
2023,MI,FT,Research Scientist,USD,210000,US,100,US,M
2023,SE,FT,Research Scientist,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,USD,210000,US,0,US,M
2023,SE,FT,Computer Vision Engineer,USD,210000,US,0,US,M
2023,SE,FT,Data Analyst,USD,208450,US,100,US,M
2023,SE,FT,Data Analyst,USD,208049,US,0,US,M
2023,EX,FT,Data Engineer,USD,207000,US,100,US,M
2023,EX,FT,Data Engineer,USD,,US,0,US,M
2023,SE,FT,Applied Scientist,USD,205000,US,100,US,M
2023,SE,FT,Applied Scientist,USD,205000,US,100,US,M
2023,EN,FT,Applied Scientist,USD,204620,US,0,US,L
2023,SE,FT,Data Analyst,USD,204500,US,0,US,M
2023,SE,FT,Data Scientist,USD,203500,US,0,US,M
2023,SE,FT,Data Engineer,USD,203300,US,100,US,M
2023,SE,FT,Data Engineer,USD,203100,US,0,US,M
2023,SE,FT,Research Engineer,USD,203000,US,0,US,M
2023,SE,FT,Data Scientist,USD,203000,US,100,US,M
2023,SE,FT,Data Analyst,USD,202800,US,0,US,L
2023,SE,FT,Machine Learning Engineer,USD,202353,US,0,US,M
2023,SE,FT,Data Scientist,USD,201450,US,100,US,M
2023,SE,FT,Data Engineer,USD,201450,US,100,US,M
2023,EX,FT,Data Scientist,USD,,US,0,US,M
2023,MI,FT,Research Engineer,USD,200000,US,0,US,M
2023,MI,FT,AI Developer,USD,200000,US,100,US,M
2023,SE,FT,Research Scientist,USD,200000,US,0,US,M
2023,SE,FT,Research Scientist,USD,200000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,200000,US,0,US,M
2023,SE,FT,Data Scientist,USD,200000,US,100,US,M
2023,SE,FT,Data Scientist,USD,200000,US,100,US,M
2023,SE,FT,Data Engineer,USD,200000,US,100,US,M
2023,SE,FT,Data Engineer,USD,200000,US,0,US,M
2023,SE,FT,Data Architect,USD,200000,US,100,US,M
2023,SE,FT,Data Analyst,USD,200000,US,0,US,M
2023,SE,FT,Data Scientist,USD,199098,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,199000,US,100,US,M
2023,SE,FT,Data Scientist,USD,199000,US,0,US,M
2023,SE,FT,Data Manager,USD,,US,0,US,M
2023,SE,FT,Data Scientist,USD,198200,US,100,US,M
2023,MI,FT,Research Scientist,GBP,195895,GB,0,GB,M
2023,SE,FT,Data Scientist,USD,195000,US,0,US,M
2023,SE,FT,Data Scientist,USD,195000,US,0,US,M
2023,SE,FT,Data Scientist,USD,195000,US,0,US,M
2023,SE,FT,Data Scientist,USD,191765,US,0,US,M
2023,SE,FT,Data Science Manager,USD,191765,US,0,US,M
2023,EN,FT,Data Scientist,USD,190000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,190000,US,0,US,M
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M
2023,SE,FT,Data Scientist,USD,190000,CA,0,CA,M
2023,SE,FT,Data Analyst,USD,190000,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,190000,US,100,US,M
2023,SE,FT,Research Engineer,USD,189110,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,188800,US,100,US,M
2023,SE,FT,Data Analyst,USD,187000,US,0,US,M
2023,SE,FT,Data Scientist,USD,186000,US,0,US,M
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,USD,185900,US,0,US,M
2023,EX,FT,Data Scientist,USD,185000,US,0,US,M
2023,SE,FT,Research Engineer,USD,185000,US,0,US,M
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M
2023,SE,FT,Data Engineer,USD,185000,US,100,US,M
2023,SE,FT,Data Engineer,USD,185000,US,0,US,M
2023,SE,FT,Data Analyst,USD,185000,US,100,US,M
2023,SE,FT,Computer Vision Engineer,USD,184590,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,184000,US,100,US,M
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M
2023,SE,FT,Applied Scientist,USD,184000,US,100,US,M
2023,SE,FT,Data Engineer,USD,183600,US,0,US,M
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M
2023,SE,FT,Data Scientist,USD,183500,US,100,US,M
2023,SE,FT,Data Scientist,USD,183000,US,100,US,M
2023,MI,FT,Data Analyst,USD,182500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,181000,US,0,US,M
2023,EX,FT,Data Architect,USD,80000,US,0,US,M
2023,MI,FT,Data Scientist,USD,80000,US,100,US,M
2023,MI,FT,Data Engineer,USD,80000,US,0,US,M
2023,SE,FT,Data Scientist,USD,80000,US,0,US,M
2023,SE,FT,Data Engineer,USD,80000,US,100,US,M
2023,SE,FT,Data Architect,USD,80000,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,179820,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,179820,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,179820,US,0,US,M
2023,SE,FT,Data Engineer,USD,179170,US,0,US,M
2023,SE,FT,Data Engineer,USD,179000,US,0,US,M
2023,SE,FT,Data Engineer,USD,178600,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,176100,US,0,US,L
2023,SE,FT,Data Scientist,USD,176000,CA,0,CA,M
2023,SE,FT,Data Engineer,USD,176000,US,0,US,M
2023,EX,FT,Data Engineer,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,USD,175000,CA,100,CA,M
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,USD,175000,US,0,US,M
2023,SE,FT,Data Engineer,USD,175000,US,100,US,M
2023,SE,FT,Data Engineer,USD,175000,US,100,US,M
2023,SE,FT,Data Analyst,USD,175000,CA,100,CA,M
2023,SE,FT,Data Analyst,USD,175000,US,0,US,M
2023,SE,FT,Research Engineer,USD,174000,DE,0,DE,M
2023,SE,FT,Data Scientist,USD,173000,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,173000,US,100,US,M
2023,SE,FT,Data Scientist,USD,172500,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,172200,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,172200,US,0,US,M
2023,SE,FT,Data Scientist,USD,171250,IE,0,IE,M
2023,SE,FT,Data Engineer,USD,171250,US,0,US,M
2023,SE,FT,Data Scientist,USD,170730,US,0,US,M
2023,SE,FT,Data Analyst,USD,170550,US,100,US,M
2023,SE,FT,Machine Learning Scientist,USD,170000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,USD,170000,US,100,US,M
2023,SE,FT,Data Architect,USD,170000,US,100,US,M
2023,SE,FT,Computer Vision Engineer,USD,170000,US,0,US,M
2023,SE,FT,Data Analyst,USD,168400,US,0,US,M
2023,MI,FT,Data Architect,USD,167500,US,0,US,M
2023,MI,FT,Data Architect,USD,167500,US,0,US,M
2023,SE,FT,Data Engineer,USD,167500,US,0,US,M
2023,SE,FT,Data Engineer,USD,166000,US,100,US,M
2021,SE,FT,Data Specialist,USD,165000,US,100,US,L
2023,SE,FT,Data Scientist,USD,165000,US,0,US,M
2023,SE,FT,Data Engineer,USD,165000,US,0,US,M
2023,SE,FT,Data Engineer,USD,165000,US,0,US,M
2023,SE,FT,Data Engineer,USD,165000,US,100,US,M
2023,EN,FT,Machine Learning Engineer,USD,163196,US,0,US,M
2023,MI,FT,Data Engineer,USD,162500,US,0,US,M
2023,MI,FT,Data Engineer,USD,162500,US,0,US,M
2023,SE,FT,Data Scientist,USD,162500,US,0,US,M
2023,SE,FT,Data Scientist,USD,162000,US,0,US,M
2023,SE,FT,Data Engineer,USD,161800,US,100,US,M
2023,EN,FT,Research Engineer,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M
2023,SE,FT,Data Engineer,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,USD,160000,US,100,US,M
2023,SE,FT,Data Engineer,USD,160000,CA,100,CA,M
2023,SE,FT,Data Analytics Manager,USD,160000,US,100,US,M
2023,SE,FT,Data Architect,USD,159500,US,0,US,M
2023,SE,FT,Applied Scientist,USD,159100,US,0,US,L
2023,SE,FT,Applied Scientist,USD,159100,US,0,US,L
2023,SE,FT,Data Scientist,USD,157750,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,USD,156400,US,0,US,M
2023,SE,FT,Data Scientist,USD,156000,US,100,US,M
2023,EN,FT,Research Engineer,USD,155000,US,0,US,M
2023,EN,FT,Research Engineer,USD,155000,US,0,US,M
2023,EX,FT,Data Architect,USD,155000,US,0,US,M
2023,MI,FT,Data Analytics Manager,USD,155000,US,0,US,M
2023,SE,FT,Data Scientist,USD,155000,US,0,US,M
2023,SE,FT,Data Engineer,USD,155000,US,0,US,M
2023,SE,FT,Data Analyst,USD,155000,US,0,US,M
2023,MI,FT,Data Analyst,USD,154000,US,0,US,M
2023,SE,FT,Data Scientist,USD,154000,US,0,US,M
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M
2023,SE,FT,Data Analyst,USD,153600,US,0,US,M
2023,EX,FT,Analytics Engineer,USD,153000,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,152900,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,152500,US,0,US,M
2023,SE,FT,Data Scientist,USD,152000,US,0,US,M
2023,MI,FT,Research Scientist,USD,151800,US,100,US,M
2021,MI,FT,Principal Data Scientist,USD,151000,US,100,US,L
2023,MI,FT,Data Engineer,USD,151000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,USD,150450,US,100,US,M
2023,SE,FT,Research Scientist,USD,150000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,150000,PT,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,USD,150000,US,100,US,M
2023,SE,FT,Data Engineer,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,USD,150000,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,150000,US,100,US,M
2023,MI,FT,Data Engineer,USD,149600,US,0,US,M
2023,SE,FT,Data Analyst,USD,149500,US,100,US,M
2023,SE,FT,Data Analyst,USD,148700,US,0,US,M
2023,SE,FT,Data Analyst,USD,148500,US,0,US,M
2023,SE,FT,Data Scientist,USD,147100,US,0,US,M
2023,SE,FT,Data Modeler,USD,147100,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,147000,US,0,US,M
2023,SE,FT,Data Engineer,USD,147000,US,0,US,M
2023,SE,FT,Data Engineer,USD,146115,US,100,US,M
2023,MI,FT,Data Engineer,USD,146000,US,0,US,M
2023,SE,FT,Data Engineer,USD,146000,US,0,US,M
2023,EX,FT,Data Scientist,USD,145000,US,0,US,M
2023,EX,FT,Data Scientist,USD,145000,US,0,US,M
2023,EX,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Scientist,USD,145000,US,0,US,M
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,USD,145000,US,100,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,USD,145000,CA,100,CA,M
2023,SE,FT,Data Analyst,USD,145000,US,0,US,M
2023,SE,FT,Data Analyst,USD,145000,US,0,US,M
2023,MI,FT,Data Engineer,USD,143865,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,143860,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,143860,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,143860,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,143200,GB,100,GB,M
2023,SE,FT,Analytics Engineer,USD,143200,US,0,US,M
2023,MI,FT,Data Analyst,USD,143000,US,0,US,M
2023,SE,FT,Data Analyst,USD,142000,US,100,US,M
2023,SE,FT,Data Engineer,USD,141600,US,100,US,M
2023,MI,FT,Data Scientist,USD,140000,US,100,US,M
2023,MI,FT,Data Engineer,USD,140000,US,0,US,M
2023,MI,FT,Data Analytics Manager,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,USD,140000,US,100,US,M
2023,SE,FT,Data Engineer,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,USD,140000,US,0,US,M
2023,SE,FT,Data Analyst,USD,140000,US,0,US,M
2023,SE,FT,Data Analyst,USD,140000,US,0,US,M
2023,SE,FT,Research Engineer,USD,139000,US,0,US,M
2023,SE,FT,Data Engineer,USD,139000,US,100,US,M
2023,SE,FT,Data Analyst,USD,139000,US,0,US,M
2023,SE,FT,Data Analyst,USD,138900,US,0,US,M
2023,SE,FT,Data Scientist,USD,138784,US,100,US,M
2023,SE,FT,Research Scientist,USD,136000,US,0,US,M
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,USD,136000,US,0,US,L
2023,MI,FT,Machine Learning Engineer,USD,135000,US,50,US,L
2023,MI,FT,Data Manager,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,USD,135000,US,0,US,M
2023,SE,FT,Data Analyst,USD,135000,US,0,US,M
2023,SE,FT,Data Analyst,USD,135000,CA,100,CA,M
2023,SE,FT,Data Analyst,USD,135000,US,0,US,M
2023,SE,FT,Data Analyst,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,USD,134236,US,0,US,M
2023,SE,FT,Data Science Manager,USD,134236,US,0,US,M
2023,MI,FT,MLOps Engineer,USD,134000,US,100,US,M
2023,SE,FT,Data Engineer,USD,133800,US,0,US,M
2023,SE,FT,Data Scientist,USD,133200,US,100,US,M
2023,SE,FT,Research Engineer,USD,133000,US,0,US,M
2023,SE,FT,Data Engineer,USD,132300,US,0,US,M
2023,SE,FT,Data Engineer,USD,132300,US,0,US,M
2023,SE,FT,Data Scientist,USD,132000,US,100,US,M
2023,EN,FT,Applied Scientist,USD,130760,US,0,US,L
2023,EN,FT,Applied Scientist,USD,130760,US,0,US,L
2023,EN,FT,Data Scientist,USD,130001,US,100,US,M
2023,MI,FT,Machine Learning Engineer,USD,130000,US,0,US,M
2023,MI,FT,Data Specialist,USD,130000,US,0,US,M
2023,MI,FT,Data Engineer,USD,130000,US,0,US,M
2023,MI,FT,Data Engineer,USD,130000,US,0,US,M
2023,MI,FT,Data Engineer,USD,130000,US,0,US,M
2023,SE,FT,Research Scientist,USD,130000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,130000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,130000,US,0,US,M
2023,SE,FT,Data Engineer,USD,130000,US,0,US,M
2023,SE,FT,Data Engineer,USD,130000,US,100,US,M
2023,SE,FT,Data Engineer,USD,130000,US,100,US,M
2023,SE,FT,Data Analyst,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,USD,129300,US,0,US,M
2023,SE,FT,Data Scientist,USD,129300,US,0,US,M
2023,SE,FT,Data Engineer,USD,129300,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,USD,129300,US,0,US,M
2023,SE,FT,Data Engineer,USD,129000,US,0,US,M
2023,SE,FT,Data Engineer,USD,129000,US,0,US,M
2023,SE,FT,Data Analyst,USD,128500,US,0,US,M
2023,MI,FT,Data Analyst,USD,128000,US,0,US,M
2023,SE,FT,Data Engineer,USD,128000,US,0,US,M
2023,SE,FT,Data Engineer,USD,128000,US,0,US,M
2023,SE,FT,Data Analyst,USD,128000,US,0,US,M
2023,SE,FT,Data Analyst,USD,127075,US,100,US,M
2023,SE,FT,Data Analyst,USD,125600,US,0,US,M
2023,EN,FT,Research Engineer,USD,125000,US,0,US,M
2023,EN,FT,Research Engineer,USD,125000,US,0,US,M
2023,MI,FT,Data Engineer,USD,125000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,125000,US,0,US,M
2023,SE,FT,Data Architect,USD,125000,US,100,US,M
2023,SE,FT,Data Analyst,USD,125000,US,100,US,M
2023,SE,FT,Data Engineer,USD,124500,US,0,US,M
2023,MI,FT,MLOps Engineer,USD,124000,US,100,US,M
2023,SE,FT,Data Engineer,USD,123700,US,0,US,L
2023,SE,FT,Data Engineer,USD,123600,US,100,US,M
2023,SE,FT,Data Scientist,USD,122900,US,0,US,L
2023,MI,FT,Data Analyst,USD,121500,US,0,US,M
2023,EN,FT,Data Scientist,CHF,121093,CH,50,CH,L
2023,SE,FT,Data Analyst,USD,120250,US,100,US,M
2023,EN,FT,Research Engineer,USD,120000,US,0,US,M
2023,EN,FT,Data Scientist,USD,120000,US,0,US,M
2023,MI,FT,Data Manager,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,USD,120000,CA,100,CA,M
2023,SE,FT,Data Scientist,USD,120000,US,0,US,M
2023,SE,FT,Data Engineer,USD,120000,US,0,US,M
2023,SE,FT,Data Engineer,USD,120000,US,0,US,M
2023,SE,FT,Data Engineer,USD,120000,US,0,US,M
2023,SE,FT,Data Analytics Manager,USD,120000,US,100,US,M
2023,SE,FT,Data Analyst,USD,120000,US,100,US,M
2023,SE,FT,Data Analyst,USD,120000,US,0,US,M
2023,SE,FT,Data Analyst,USD,120000,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,120000,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,117100,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,116450,US,0,US,M
2023,MI,FT,Data Engineer,USD,115092,US,0,US,M
2023,EX,FT,Data Engineer,USD,115000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,115000,CA,100,CA,M
2023,SE,FT,Data Manager,USD,115000,US,100,US,M
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M
2023,SE,FT,Data Engineer,USD,115000,US,0,US,M
2023,SE,FT,Data Architect,USD,115000,US,100,US,M
2023,SE,FT,Data Architect,USD,115000,US,100,US,M
2023,SE,FT,Data Engineer,USD,114500,US,0,US,M
2023,SE,FT,Data Scientist,USD,113750,IE,0,IE,M
2023,SE,FT,Data Engineer,USD,113750,US,0,US,M
2023,SE,FT,Analytics Engineer,USD,113000,US,100,US,M
2023,SE,FT,Data Analyst,USD,112000,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,112000,US,100,US,M
2023,SE,FT,Data Engineer,USD,111000,US,0,US,M
2023,EN,FT,Applied Scientist,USD,110680,US,0,US,L
2023,SE,FT,Data Scientist,USD,110500,US,100,US,M
2023,EX,FT,Data Engineer,USD,110000,US,0,US,M
2023,MI,FT,Data Analyst,USD,110000,US,100,US,M
2023,SE,FT,Research Scientist,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,USD,110000,US,100,US,M
2023,MI,FT,Data Scientist,GBP,109371,GB,0,GB,M
2023,SE,FT,Data Engineer,USD,109000,US,0,US,M
2023,SE,FT,AI Developer,USD,108000,UA,0,UA,M
2023,SE,FT,Data Analyst,USD,106800,US,0,US,M
2023,MI,FT,Data Architect,USD,106500,US,0,US,M
2023,MI,FT,Data Architect,USD,106500,US,0,US,M
2023,SE,FT,Data Engineer,USD,106500,US,0,US,M
2023,SE,FT,Data Analyst,USD,106000,US,0,US,M
2023,SE,FT,Data Analyst,USD,106000,US,0,US,M
2023,SE,FT,Data Analyst,USD,105500,US,0,US,M
2023,SE,FT,Data Analyst,USD,105500,US,0,US,M
